country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
United Kingdom,2008,GBR,62027303.0,2252034801664.0,5.205,0.084,544.932,-14.634,-2.615,556.177,-21.644,-3.746,8.967,0.247,0.217,8.785,0.242,0.213,139.219,2.244,716.099,11.545,0.318,470.0,73654.594,73101.977,55819.543,234.908,5060.216,3037.464,11996.808,73.118,41443.582,1.136,4.75,0.077,202.655,3.267,9.522,10.565,11.244,0.181,68.297,1.101,30.573,0.493,188.8,3.044,0.069,4.304,2558.816,0.453,1.699,1.505,1.055,1.802,5.757,3.608,9.063,1.677,3.073,0.404,2.65,1.229,1.419,3.419,0.23,1.685,1.656,2.972,0.005,0.033,0.039,0.002,655.32,590.645,171.166,31.411
United Kingdom,2009,GBR,62506221.0,2151479246848.0,3.721,0.06,494.108,-50.825,-9.327,501.749,-54.427,-9.786,8.027,0.233,0.207,7.905,0.23,0.203,113.823,1.821,625.231,10.003,0.291,473.722,74148.703,73603.727,55933.363,239.789,5248.286,3045.105,12177.071,76.466,39034.461,1.129,4.881,0.078,188.07,3.009,8.572,9.539,7.641,0.122,64.284,1.028,29.176,0.467,180.264,2.884,0.054,3.348,2429.637,0.315,1.567,1.363,0.873,1.738,5.656,3.568,8.893,1.672,3.079,0.402,2.626,1.235,1.477,3.252,0.145,1.645,1.372,2.934,0.005,0.033,0.039,0.002,596.275,535.778,131.123,26.537
United Kingdom,2010,GBR,63006484.0,2190919860224.0,3.792,0.06,511.905,17.797,3.602,518.772,17.023,3.393,8.234,0.237,0.209,8.125,0.234,0.206,118.03,1.873,672.886,10.68,0.307,477.514,74660.602,74122.5,56051.391,244.527,5450.213,3051.973,12356.92,80.035,39533.43,1.132,4.738,0.075,201.927,3.205,8.71,9.686,6.868,0.109,59.143,0.939,29.87,0.474,179.848,2.854,0.057,3.569,2481.12,0.3,1.535,1.336,0.846,1.674,5.554,3.527,8.719,1.666,3.085,0.4,2.601,1.243,1.388,3.242,0.125,1.588,1.45,2.894,0.005,0.033,0.039,0.002,610.291,548.757,160.982,31.448
United Kingdom,2011,GBR,63509285.0,2223011266560.0,4.097,0.065,469.713,-42.191,-8.242,480.396,-38.376,-7.398,7.564,0.216,0.205,7.396,0.211,0.201,117.15,1.845,609.206,9.592,0.274,481.61,75130.312,74602.898,56168.543,248.98,5618.449,3062.656,12528.979,83.753,37002.133,1.053,4.453,0.07,168.236,2.649,7.928,8.916,10.683,0.168,56.045,0.882,29.706,0.468,172.06,2.709,0.059,3.719,2341.73,0.301,1.361,1.208,0.795,1.612,5.449,3.484,8.541,1.656,3.069,0.399,2.576,1.248,1.239,2.624,0.202,1.514,1.352,2.85,0.004,0.033,0.039,0.002,566.245,503.523,139.492,29.697
United Kingdom,2012,GBR,63960487.0,2255210414080.0,3.724,0.058,487.477,17.763,3.782,504.513,24.117,5.02,7.888,0.224,0.212,7.622,0.216,0.205,148.005,2.314,632.348,9.887,0.28,485.334,75617.797,75107.406,56316.551,252.626,5776.688,3079.692,12699.268,87.327,37287.375,1.055,3.646,0.057,158.24,2.474,8.129,9.132,17.036,0.266,54.48,0.852,29.707,0.464,170.288,2.662,0.056,3.573,2379.26,0.267,1.393,1.241,0.993,1.552,5.349,3.442,8.374,1.639,3.046,0.398,2.55,1.249,0.967,2.416,0.301,1.481,1.291,2.808,0.004,0.034,0.039,0.002,584.074,519.908,144.871,29.719
United Kingdom,2013,GBR,64389386.0,2296252465152.0,4.029,0.063,477.611,-9.866,-2.024,493.524,-10.988,-2.178,7.665,0.215,0.208,7.418,0.208,0.201,142.457,2.212,615.387,9.557,0.268,489.364,76095.406,75600.938,56459.004,256.842,5934.311,3095.605,12865.024,90.858,36961.617,1.035,4.216,0.065,157.622,2.448,7.88,8.863,15.913,0.247,52.139,0.81,29.634,0.46,165.756,2.574,0.055,3.531,2376.717,0.277,1.353,1.221,0.95,1.495,5.251,3.401,8.212,1.625,3.024,0.398,2.525,1.247,1.094,2.393,0.311,1.432,1.199,2.767,0.004,0.034,0.04,0.002,570.685,507.41,137.775,28.847
United Kingdom,2014,GBR,64865914.0,2369725399040.0,4.215,0.065,438.807,-38.804,-8.125,450.839,-42.685,-8.649,6.95,0.19,0.201,6.765,0.185,0.195,115.434,1.78,593.806,9.154,0.251,493.578,76534.211,76051.773,56574.438,261.278,6078.803,3107.637,13031.535,94.577,34675.379,0.948,4.436,0.068,144.492,2.228,7.205,8.178,12.032,0.185,51.119,0.788,30.458,0.47,166.511,2.567,0.057,3.72,2246.046,0.281,1.238,1.104,0.769,1.442,5.156,3.36,8.053,1.614,2.997,0.397,2.501,1.246,1.147,2.179,0.223,1.435,1.218,2.726,0.004,0.034,0.04,0.002,530.489,467.37,154.999,35.323
United Kingdom,2015,GBR,65382107.0,2426435796992.0,4.393,0.067,422.461,-16.346,-3.725,442.375,-8.465,-1.878,6.766,0.182,0.194,6.461,0.174,0.185,91.548,1.4,585.714,8.958,0.241,497.972,76956.672,76494.148,56665.988,265.919,6226.702,3127.551,13202.308,97.784,34977.094,0.94,4.641,0.071,147.899,2.262,6.894,7.91,19.914,0.305,50.97,0.78,30.489,0.466,170.773,2.612,0.049,3.206,2281.359,0.303,1.193,1.081,0.624,1.396,5.063,3.319,7.901,1.605,2.971,0.396,2.477,1.239,1.209,2.186,0.36,1.443,1.056,2.686,0.004,0.034,0.04,0.002,517.176,450.77,163.253,38.643
United Kingdom,2016,GBR,65893359.0,2478973124608.0,4.553,0.069,399.43,-23.031,-5.452,418.571,-23.804,-5.381,6.352,0.169,0.187,6.062,0.161,0.178,47.825,0.726,570.481,8.658,0.23,502.525,77356.109,76912.719,56713.812,270.477,6392.444,3146.692,13376.237,100.605,34171.621,0.905,4.559,0.069,165.742,2.515,6.494,7.5,19.141,0.29,51.591,0.783,30.247,0.459,173.93,2.64,0.043,2.821,2243.545,0.306,1.128,1.051,0.334,1.352,4.974,3.281,7.753,1.596,2.952,0.397,2.455,1.228,1.219,2.384,0.434,1.454,0.939,2.648,0.004,0.034,0.04,0.002,494.167,427.93,171.051,42.824
United Kingdom,2017,GBR,66354474.0,2539548573696.0,4.41,0.066,387.367,-12.063,-3.02,400.951,-17.621,-4.21,6.043,0.158,0.178,5.838,0.153,0.172,39.129,0.59,543.523,8.191,0.214,506.935,77743.469,77313.672,56752.941,274.779,6554.142,3160.275,13551.089,103.584,34043.488,0.886,4.301,0.065,161.697,2.437,6.278,7.245,13.583,0.205,52.404,0.79,30.558,0.461,174.851,2.635,0.045,2.979,2249.076,0.292,1.076,0.997,0.27,1.31,4.885,3.242,7.607,1.585,2.93,0.396,2.433,1.219,1.111,2.269,0.321,1.439,0.984,2.61,0.003,0.035,0.04,0.002,480.74,416.546,156.156,40.312
United Kingdom,2018,GBR,66752473.0,2582848208896.0,4.364,0.065,379.73,-7.637,-1.972,398.573,-2.378,-0.593,5.971,0.154,0.177,5.689,0.147,0.169,33.28,0.499,530.572,7.948,0.205,511.299,78123.195,77712.242,56786.223,279.255,6715.627,3179.118,13724.176,106.621,33820.566,0.87,4.476,0.067,161.485,2.419,6.128,7.112,18.843,0.282,52.202,0.782,30.221,0.453,173.087,2.593,0.045,3.037,2246.802,0.281,1.034,0.982,0.226,1.271,4.799,3.205,7.464,1.574,2.905,0.397,2.411,1.212,1.1,2.162,0.49,1.413,1.002,2.573,0.003,0.035,0.04,0.002,474.72,409.074,150.842,39.724
United Kingdom,2019,GBR,67110958.0,2624285048832.0,4.448,0.066,364.753,-14.976,-3.944,376.257,-22.315,-5.599,5.606,0.143,0.171,5.435,0.139,0.166,24.513,0.365,511.459,7.621,0.195,515.747,78487.953,78088.5,56810.734,283.538,6874.948,3190.623,13893.171,109.814,32930.707,0.838,4.283,0.064,159.321,2.374,5.864,6.818,11.504,0.171,51.353,0.765,30.362,0.452,168.996,2.518,0.048,3.193,2199.069,0.274,0.983,0.92,0.167,1.232,4.714,3.167,7.326,1.56,2.879,0.396,2.388,1.206,0.984,2.087,0.304,1.362,1.046,2.537,0.003,0.035,0.04,0.002,457.551,393.525,146.706,40.221
United Kingdom,2020,GBR,67351860.0,2334803886080.0,3.9,0.058,326.263,-38.49,-10.552,335.361,-40.897,-10.869,4.979,0.144,0.17,4.844,0.14,0.166,22.809,0.339,457.451,6.792,0.196,519.647,78814.219,78423.859,56833.543,286.981,7024.368,3199.72,14037.151,112.524,29394.623,0.844,3.443,0.051,149.42,2.218,5.257,6.165,9.097,0.135,50.337,0.747,28.98,0.43,143.981,2.138,0.04,2.71,1971.188,0.238,0.929,0.87,0.16,1.195,4.635,3.131,7.196,1.545,2.851,0.396,2.368,1.197,0.858,1.975,0.265,1.314,0.919,2.504,0.003,0.035,0.04,0.002,415.25,354.07,131.188,40.209
United Kingdom,2021,GBR,67668789.0,2512190177280.0,4.215,0.062,344.51,18.247,5.593,354.359,18.998,5.665,5.237,0.141,0.178,5.091,0.137,0.173,23.739,0.351,504.83,7.46,0.201,523.862,79158.719,78778.219,56857.281,290.482,7182.771,3209.569,14189.046,115.281,29591.666,0.793,3.502,0.052,158.404,2.341,5.49,6.408,9.849,0.146,49.523,0.732,29.61,0.438,151.894,2.245,0.041,2.757,1990.958,0.248,0.931,0.874,0.157,1.159,4.556,3.095,7.064,1.53,2.825,0.395,2.348,1.188,0.864,1.999,0.277,1.317,0.915,2.471,0.003,0.035,0.04,0.002,433.642,371.489,160.32,46.536
United Kingdom,2022,GBR,68179315.0,2615230595072.0,4.073,0.06,313.835,-30.675,-8.904,323.598,-30.761,-8.681,4.746,0.124,0.16,4.603,0.12,0.155,19.666,0.288,488.532,7.165,0.187,527.935,79472.555,79101.812,56876.949,293.674,7317.643,3219.332,14338.566,117.794,29904.859,0.772,3.192,0.047,134.872,1.978,5.001,5.9,9.763,0.143,48.961,0.718,29.541,0.433,149.52,2.193,0.037,2.513,2018.845,0.254,0.842,0.792,0.129,1.128,4.478,3.059,6.935,1.515,2.791,0.395,2.327,1.178,0.792,1.709,0.276,1.255,0.834,2.437,0.003,0.035,0.04,0.002,402.284,340.945,174.697,55.665
United Kingdom,2023,GBR,68682965.0,,3.616,0.053,305.146,-8.688,-2.768,314.675,-8.923,-2.757,4.582,,0.163,4.443,,0.158,17.556,0.256,,,,531.551,79777.711,79416.492,56894.504,296.934,7440.864,3228.86,14493.493,120.361,28501.387,,3.26,0.047,123.221,1.794,4.823,5.711,9.528,0.139,47.982,0.699,29.11,0.424,154.927,2.256,0.037,2.567,1930.593,0.23,0.807,0.76,0.114,1.099,4.402,3.023,6.81,1.5,2.755,0.394,2.307,1.168,0.793,1.56,0.263,1.269,0.852,2.405,0.003,0.035,0.04,0.002,392.245,331.27,,
